retweet_text,sentiment,hashtags,lang
reutersafrica rest peace mwai kibaki wasnt introduced free primary school subsidized secon httpstcoswmd nztgc,1, ,en
reutersafrica tougha true statesman focused advancing country kenya using econo httpstcoef d xg,1, ,en
mwai kibaki served kenyas third president died aged president uhuru kenyatta sa httpstcogyoopgtayy,0, ,en
igathe joke breathing heavily sakaja make panting profusely educated middleclas httpstco cjd ep bs,0, ,en
cut tree think rainy season lets take initiatives plant trees httpstco hyq twznx,1, ,en
unlikely contract malaria places like nairobi opposed kisumu mombasa counties climate httpstco sl s zpww,0, ,en
guess kind conversation went president kenyatta iron lady kirinyaga martha karua httpstco etpnqxz c,1, ,en
peter kenneth list possible deputy asmio munya considered least unfortunatelyhis httpstcocwso hks o,0, ,en
governor charity ngilu light chat kalonzo musyoka azimio council meeting kicc httpstcoo scbo yn,1,pulsenews,en
let keep parading august th approaching fast watakuwa wakionea kila kitu kwa viusasa ju httpstco bctz lf o,1, ,en
us year tips breakeven rate rises record high,1, ,en
powell going best accomplish soft landing markets doesnt believe,1, ,en
outrageous months ago hanaa spoke life israeli occupation nazareth interview p httpstcoi pia azo,0, ,en
israeli occupation forces storm alaqsa mosque attack palestinian worshipers secure settlers stormi httpstcovxq gfq eg,1, ,en
raed nasrallah palestinian christian spent last nights al aqsa mosque fellow palestinian mu httpstcofj wopdkmu,0, ,en
businesses continued report higher production ongoing fiscal year pakistan included large httpstcohdqfzcrdph,1, ,en
nft version arrest warrant antiapartheid icon nelson mandela raised auction pro httpstcokkrvcxtowj,0, ,en
well repthomasmassie gop mostly blame still trump grew debt wild pace covid added httpstco tlwpoazxy,1,trump,en
federal provincial government balochistan signed new agreement barrick gold corporation c httpstcogibjechnck,1, ,en
achhe din times welcome th edition like last week week week httpstcoho vfsmafh,1,newindia,en
mohammed ansar sheikh alleged main conspirator delhis jahangirpuriviolence seen hobno httpstcokuqrud yja,1,jahangirpuriviolence,en
glimpses session infrastructure session encompassed success stories amp initiatives taken th httpstcoc utaht xr,1, ,en
truly believe priority ensuring justice perpetrators must adequately punished httpstco wf xtikta,1, ,en
ansar bjp india leader bjp party known spread hate among people create chaos promot httpstcoji r mjpeu,0, ,en
high level authorities facilitating plying coalbearing trucks without challan tidy httpstco hhlmikkis,1, ,en
aitcofficial mamataofficial unity main strength mamataofficial united india dream w httpstco s spgdgp,1, ,en
earth common earthday let us pledge bit making sure make httpstcoooe rbsyir,1,earthday,en
earthday lets work together protect home best preserve mother earth fu httpstcoou v svth,1,earthday,en
love earth earthday httpstcocgyadryocj,1,earthday,en
episode watch space fighterdidi didiforpm mamatabanerjee didi aitc modi httpstcozyxgquoy e,1,fighterdidi,en
goa tmc commemorates wishes everyone worldearthday earth common lets pledge httpstcoksdknmzqko,0,worldearthday,en
shame mr amitmalviya feels standing beside people difficult times actually means providing httpstcoaq dfcfpf,0, ,en
rajiv kumar steps niti aayog vice chairman sources,0, ,en
rising exports due ukrainerussianwar low procurement wheat sarkari mandis drop wheat yield httpstcobhde zbinn,0,ukrainerussianwar,en
salam reached families lost small business including rashida khala small h httpstcogjjyzojgk,0, ,en
food stories necessarily culinary fantasies many pivot around cook cash httpstcoafwtooox s,1, ,en
thread consolidation us food model many want india ape usa consolidation f httpstco h rd baue,1,consolidation,en
holds together large diverse secular democracies social scientists identified three social capital httpstcoacgnc jsmr,1, ,en
wheat procurement less last year project different scenarios central pool stock wheat httpstcoajpkvnoarx,0, ,en
colleague told driving rural north carolina top smell manure made httpstco unvxbfveh,1, ,en
young boy collecting coins juice tetra packs fathers juice shop demolished suffered lo httpstcoxq qsrlpf,1, ,en
bogey encroachment long used weaponise law delhi city nearly every structure httpstcolx kjzvuci,1, ,en
govt procured million ton wheat far comparatively govt procured million ton dat httpstco kbbukgevz,1,wheat,en
wheat prices shot spite indias huge reserves retail wheat prices march highes httpstcos sqxtwt h,1, ,en
wheat prices shot spite indias huge reserves retail wheat prices march highes httpstcokiynoupsje,1, ,en
govt position indias new season wheat harvest underway years production record httpstcogonpo k be,1,wheat,en
thread export wheat wheat yield loss punjab haryana amp mp due weather anomali httpstcobtisex c r,0,wheat,en
expecting wheat yield loss due heatwave shortfall wheat procurement fci india punja httpstcoi xibssys,0, ,en
wholesale inflation last time anywhere high httpstcowymegrn pl,1, ,en
last weeks tweets articles inflation got replies saying wrong panicmongerin httpstcoguuhxnbiii,0, ,en
markets need reforms laws poorly designed perfectly put theres bad system place ne httpstco clhe uh h,0, ,en
sickening food products warning labels daily guardian httpstcoabwnorolra httpstcoivjttkujoy,0, ,en
true agri commodity cotton already suffering lot data collection scientific tools su httpstco lzuwfiwsv,1, ,en
petrol p diesel p go grand parade belfast antrim bt hg ni tel show map httpstcoremyemtkwl,1, ,en
petrol p diesel p centra a halfway road banbridge bt et ni tel show httpstcomvsnn flj,0, ,en
petrol p diesel p applegreen dromore road hillsborough bt ja ni tel httpstcosrupliuwjw,0, ,en
petrol p diesel p applegreen m northbound tullynacross lisburn bt se ni tel httpstcosibh mxfw,0, ,en
petrol p diesel p applegreen m southbound tullynacross lisburn bt sg ni tel httpstcoqsoffebbho,0, ,en
eucerin sensitive protect ml body one apparently close finish oil control httpstcokxagyuze d,1, ,en
petrol p diesel p frances street service station frances street newtownards bt dx httpstcok jhz qzzi,0, ,en
petrol p diesel p kero p finchs vivo hillsborough road carryduff bt hs ni tel httpstco pqmy ryex,0, ,en
petrol p diesel p centra a halfway road banbridge bt et ni tel show httpstcomzkjytrjyd,0, ,en
petrol p diesel p applegreen m southbound tullynacross lisburn bt sg ni tel httpstcoj ihkvngzc,0, ,en
petrol p diesel p applegreen m northbound tullynacross lisburn bt se ni tel httpstcodupensqirz,0, ,en
drivers warned expect long delays m plan easter car journeys httpstco irdiypq d,0, ,en
petrol p diesel p go grand parade belfast antrim bt hg ni tel show map httpstcob zodkyrw,1, ,en
london globe thieves steal diesel royal navy base httpstcosiw ommpkr httpstcofglqagt vg,0,news,en
petrol p diesel p fiveways armagh road newry bt pw ni tel show map httpstcosvdksrcmvv,0, ,en
petrol p diesel p applegreen dromore road hillsborough bt ja ni tel httpstcowc scm gzg,0, ,en
petrol p diesel p applegreen m northbound tullynacross lisburn bt se ni tel httpstcotgx smdvae,0, ,en
petrol p diesel p applegreen m southbound tullynacross lisburn bt sg ni tel httpstcoxg ypddsd,0, ,en
petrol p diesel p centra a halfway road banbridge bt et ni tel show httpstcorpsluo vvm,0, ,en
rishisunak money coming cutting vat fuel,0, ,en
today start national apprenticeship week excited see showcase benefits appr httpstcoreoix oob,1, ,en
strongly condemn attack nobelmanarul social media warrior hooghlytmcp antisocial elements httpstcoogfnqugwbz,1, ,en
conclusion bengal global business summit able leadership honble chief ministerwe httpstcoes wpfy id,1, ,en
jowai turned garbage dump lives disrupted due stench filth respite sigh httpstcouixjmt i e,0, ,en
unity main strength mamataofficial united india dream aim achieve ti httpstcoontoxdwng,1, ,en
second edition didikebolo initiative people directly lodge complaints trinamool congress httpstcopmeyixl e,1, ,en
best wishes higher secondary examinees may succeed endeavors hsexaminations httpstcoceu lyl s,1,hsexaminations2022,en
indians unlucky pm like modiji incapable failure aspects made disa httpstcolembgipvrz,0, ,en
strongly condemn mischief behavior done lop suvenduwb along bjp bengal mlas assembly httpstcouzsbaejbvb,1, ,en
joy jubilation iwm team welcomes vibrant festival colours may joyous contented httpstcoyw gbqrbmi,1, ,en
focus justice ansar bjp india leadersin case anybody missed got busy running httpstcoipunycttsu,1, ,en
mohammed ansar sheikh alleged main conspirator delhis jahangirpuriviolence seen hobno httpstcokuqrud yja,1,jahangirpuriviolence,en
ansar bjp india leader bjp party known spread hate among people create chaos promot httpstcoji r mjpeu,0, ,en
rishad premji executive chairman wipro announced bgbs inaugural session firm would start constr httpstcodcs wacwq,0,bgbs,en
truly believe priority ensuring justice perpetrators must adequately punished httpstco wf xtikta,1, ,en
memecoin great potential marvininu best memecoin ever present future gem httpstco rjxzjejeq,1,memecoin,en
marvininu holding strong go parabolic btok listing count fill bag get httpstco knicn qva,1,marvininu,en
stay tuned new exciting marvin content marvin regret tghttpstcokelf usuup website httpstcoxqjo isib,1,marvin,en
marvininu wallet close two eyes sleep knowing investment safe hands plu httpstcojrub c z,1,marvininu,en
round kaibacorpdueloff everyday choose two favourite projects whichever gets httpstcoputcwqfbg,0,kaibacorpdueloff,en
hey guys marvin inu taking marvinauts army fucking mars guys btok campaign gonna comin httpstcoq e mbt xk,0,marvinauts,en
chance another xgem bag marvin today great marketing btok coming tomorrow april httpstcotktzbukeds,1,1000xgem,en
marvininu invest money marvin without fear non investors ever regrets marvin marvin inu httpstcolbr o rxdj,0,marvininu,en
marvininu future proudly marvinaut place future marvin join marvin inu today httpstcoallxm y id,1,marvininu,en
whos marvillionaire true marvinauts became millionaire marvin marvininu live httpstcoqbgkcbi g,1,marvillionaire,en
memetoken real utility full team best community hodlers marvininu marvin inu marvin bnb httpstcov sukkluwy,1,memetoken,en
trust investment safe marvin marvin inu marvininu bsc bscgems cryptocurrency eth bnb httpstcoc ymjdcviz,1,marvininu,en
chance another xgem bag marvin today great marketing btok coming tomorrow april httpstconcpdi wdhk,1,1000xgem,en
dont like getting party late like dont late marvin party mars join mov httpstcoasnpt rehn,0, ,en
idea missing bagging marvin yet marvin holders always smiling w httpstcozccljsklo,0, ,en
marvin long term project focused brilliant experienced team marvin inu ready bo httpstcoz k jslfnl,1, ,en
going epic btok ads starting tomorrow thats exposure million crypto enthusiast httpstcoxezdixiomp,1,btok,en
marvininu number one recommended coin buy hodl year marvin inu marvin best nfts httpstcofxxrgyzlrv,1,marvininu,en
next months lot people saying oh missed marvin dont part get httpstco xxjkshvhd,0, ,en
marvins mission get mars create better universe inhabit especially httpstcobiogug ht,1, ,en
marvin proud utilitys got memecoin join today marvin inu marvin going th httpstcozhhgczonbm,1,memecoin,en
marvin inu btok official excited else fill bags marvin today marvininu httpstcowxpybrp u,1,marvininu,en
marvininu best memes cryptocurrency world bnb bsc btc eth bscgemsalert httpstco e h e kl,1,marvininu,en
whos marvillionaire true marvinauts became millionaire marvin marvininu live httpstcoeptkx im h,1,marvillionaire,en
never late bag marvin neither late rich marvininu dream come true ever httpstcokr o seubc,1,marvin,en
know marvininu go live btok guess know means impact gonna give httpstcobq miqf bu,1,marvininu,en
bossiest crypto project inspired another elons dog marvin aka marvin inu ready blast httpstco vh uhd q,1, ,en
chance another xgem bag marvin today great marketing btok coming tomorrow april httpstconcpdi wdhk,1,1000xgem,en
marvininu blasts everyone wished bought laurashin know dont want httpstcouix mnhu u,1,marvininu,en
marvininu elons oldest ready take charge memecoin universe nfts nft metaverse p e play earn httpstcosw as xqrt,1,marvininu,en
marvininu aiming death ray memeverse take top spot meme dog tokens httpstcolurb hgdef,1,marvininu,en
marvininu gat coveredi super safe marvinyou invest wonderful project please httpstcohhwfodis z,1,marvininu,en
e dollar marvin inu marvin project mind great project making profit httpstcoohtpoos ic,1,marvin,en
marvin best liquidity early waiting fill bag get rocket httpstco nv o,1, ,en
marvin inu right way success marvin alpharojaro marvin best choice httpstco j zfmnzm,1,marvin,en
